"STATISTIC","Statistic Label","TLIST(M1)","Month","C02431V02938","Meteorological Weather Station","UNIT","VALUE"
"MTM01C3","Raindays (0.2mm or More)","201410","2014M10","004","Casement","Number","21"
"MTM01C3","Raindays (0.2mm or More)","201410","2014M10","005","Claremorris","Number",""
"MTM01C3","Raindays (0.2mm or More)","201410","2014M10","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201410","2014M10","007","Cork airport","Number","28"
"MTM01C3","Raindays (0.2mm or More)","201410","2014M10","008","Dublin airport","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201410","2014M10","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201410","2014M10","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201410","2014M10","011","Malin head","Number","25"
"MTM01C3","Raindays (0.2mm or More)","201410","2014M10","012","Mullingar","Number","24"
"MTM01C3","Raindays (0.2mm or More)","201410","2014M10","013","Roches Point","Number","24"
"MTM01C3","Raindays (0.2mm or More)","201410","2014M10","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201410","2014M10","015","Shannon airport","Number","28"
"MTM01C3","Raindays (0.2mm or More)","201411","2014M11","001","Belmullet","Number","21"
"MTM01C3","Raindays (0.2mm or More)","201411","2014M11","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201411","2014M11","003","Valentia Observatory","Number","24"
"MTM01C3","Raindays (0.2mm or More)","201411","2014M11","004","Casement","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201411","2014M11","005","Claremorris","Number",""
"MTM01C3","Raindays (0.2mm or More)","201411","2014M11","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201411","2014M11","007","Cork airport","Number","21"
"MTM01C3","Raindays (0.2mm or More)","201411","2014M11","008","Dublin airport","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201411","2014M11","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201411","2014M11","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201411","2014M11","011","Malin head","Number","23"
"MTM01C3","Raindays (0.2mm or More)","201411","2014M11","012","Mullingar","Number","20"
"MTM01C3","Raindays (0.2mm or More)","201411","2014M11","013","Roches Point","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201411","2014M11","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201411","2014M11","015","Shannon airport","Number","21"
"MTM01C3","Raindays (0.2mm or More)","201412","2014M12","001","Belmullet","Number","30"
"MTM01C3","Raindays (0.2mm or More)","201412","2014M12","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201412","2014M12","003","Valentia Observatory","Number","29"
"MTM01C3","Raindays (0.2mm or More)","201412","2014M12","004","Casement","Number","19"
"MTM01C3","Raindays (0.2mm or More)","201412","2014M12","005","Claremorris","Number",""
"MTM01C3","Raindays (0.2mm or More)","201412","2014M12","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201412","2014M12","007","Cork airport","Number","23"
"MTM01C3","Raindays (0.2mm or More)","201412","2014M12","008","Dublin airport","Number","17"
"MTM01C3","Raindays (0.2mm or More)","201412","2014M12","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201412","2014M12","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201412","2014M12","011","Malin head","Number","29"
"MTM01C3","Raindays (0.2mm or More)","201412","2014M12","012","Mullingar","Number","23"
"MTM01C3","Raindays (0.2mm or More)","201412","2014M12","013","Roches Point","Number","21"
"MTM01C3","Raindays (0.2mm or More)","201412","2014M12","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201412","2014M12","015","Shannon airport","Number","26"
"MTM01C3","Raindays (0.2mm or More)","201501","2015M01","001","Belmullet","Number","30"
"MTM01C3","Raindays (0.2mm or More)","201501","2015M01","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201501","2015M01","003","Valentia Observatory","Number","29"
"MTM01C3","Raindays (0.2mm or More)","201501","2015M01","004","Casement","Number","20"
"MTM01C3","Raindays (0.2mm or More)","201501","2015M01","005","Claremorris","Number",""
"MTM01C3","Raindays (0.2mm or More)","201501","2015M01","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201501","2015M01","007","Cork airport","Number","24"
"MTM01C3","Raindays (0.2mm or More)","201501","2015M01","008","Dublin airport","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201501","2015M01","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201501","2015M01","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201501","2015M01","011","Malin head","Number","26"
"MTM01C3","Raindays (0.2mm or More)","201501","2015M01","012","Mullingar","Number","24"
"MTM01C3","Raindays (0.2mm or More)","201501","2015M01","013","Roches Point","Number","21"
"MTM01C3","Raindays (0.2mm or More)","201501","2015M01","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201501","2015M01","015","Shannon airport","Number","24"
"MTM01C3","Raindays (0.2mm or More)","201502","2015M02","001","Belmullet","Number","20"
"MTM01C3","Raindays (0.2mm or More)","201502","2015M02","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201502","2015M02","003","Valentia Observatory","Number","21"
"MTM01C3","Raindays (0.2mm or More)","201502","2015M02","004","Casement","Number","13"
"MTM01C3","Raindays (0.2mm or More)","201502","2015M02","005","Claremorris","Number",""
"MTM01C3","Raindays (0.2mm or More)","201502","2015M02","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201502","2015M02","007","Cork airport","Number","17"
"MTM01C3","Raindays (0.2mm or More)","201502","2015M02","008","Dublin airport","Number","12"
"MTM01C3","Raindays (0.2mm or More)","201502","2015M02","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201502","2015M02","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201502","2015M02","011","Malin head","Number","24"
"MTM01C3","Raindays (0.2mm or More)","201502","2015M02","012","Mullingar","Number","15"
"MTM01C3","Raindays (0.2mm or More)","201502","2015M02","013","Roches Point","Number","16"
"MTM01C3","Raindays (0.2mm or More)","201502","2015M02","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201502","2015M02","015","Shannon airport","Number","16"
"MTM01C3","Raindays (0.2mm or More)","201503","2015M03","001","Belmullet","Number","23"
"MTM01C3","Raindays (0.2mm or More)","201503","2015M03","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201503","2015M03","003","Valentia Observatory","Number","21"
"MTM01C3","Raindays (0.2mm or More)","201503","2015M03","004","Casement","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201503","2015M03","005","Claremorris","Number",""
"MTM01C3","Raindays (0.2mm or More)","201503","2015M03","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201503","2015M03","007","Cork airport","Number","19"
"MTM01C3","Raindays (0.2mm or More)","201503","2015M03","008","Dublin airport","Number","16"
"MTM01C3","Raindays (0.2mm or More)","201503","2015M03","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201503","2015M03","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201503","2015M03","011","Malin head","Number","22"
"MTM01C3","Raindays (0.2mm or More)","201503","2015M03","012","Mullingar","Number","19"
"MTM01C3","Raindays (0.2mm or More)","201503","2015M03","013","Roches Point","Number","19"
"MTM01C3","Raindays (0.2mm or More)","201503","2015M03","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201503","2015M03","015","Shannon airport","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201504","2015M04","001","Belmullet","Number","13"
"MTM01C3","Raindays (0.2mm or More)","201504","2015M04","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201504","2015M04","003","Valentia Observatory","Number","13"
"MTM01C3","Raindays (0.2mm or More)","201504","2015M04","004","Casement","Number","11"
"MTM01C3","Raindays (0.2mm or More)","201504","2015M04","005","Claremorris","Number",""
"MTM01C3","Raindays (0.2mm or More)","201504","2015M04","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201504","2015M04","007","Cork airport","Number","12"
"MTM01C3","Raindays (0.2mm or More)","201504","2015M04","008","Dublin airport","Number","11"
"MTM01C3","Raindays (0.2mm or More)","201504","2015M04","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201504","2015M04","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201504","2015M04","011","Malin head","Number","14"
"MTM01C3","Raindays (0.2mm or More)","201504","2015M04","012","Mullingar","Number","12"
"MTM01C3","Raindays (0.2mm or More)","201504","2015M04","013","Roches Point","Number","9"
"MTM01C3","Raindays (0.2mm or More)","201504","2015M04","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201504","2015M04","015","Shannon airport","Number","12"
"MTM01C3","Raindays (0.2mm or More)","201505","2015M05","001","Belmullet","Number","28"
"MTM01C3","Raindays (0.2mm or More)","201505","2015M05","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201505","2015M05","003","Valentia Observatory","Number","24"
"MTM01C3","Raindays (0.2mm or More)","201505","2015M05","004","Casement","Number","22"
"MTM01C3","Raindays (0.2mm or More)","201505","2015M05","005","Claremorris","Number",""
"MTM01C3","Raindays (0.2mm or More)","201505","2015M05","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201505","2015M05","007","Cork airport","Number","19"
"MTM01C3","Raindays (0.2mm or More)","201505","2015M05","008","Dublin airport","Number","20"
"MTM01C3","Raindays (0.2mm or More)","201505","2015M05","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201505","2015M05","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201505","2015M05","011","Malin head","Number","24"
"MTM01C3","Raindays (0.2mm or More)","201505","2015M05","012","Mullingar","Number","21"
"MTM01C3","Raindays (0.2mm or More)","201505","2015M05","013","Roches Point","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201505","2015M05","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201505","2015M05","015","Shannon airport","Number","23"
"MTM01C3","Raindays (0.2mm or More)","201506","2015M06","001","Belmullet","Number","17"
"MTM01C3","Raindays (0.2mm or More)","201506","2015M06","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201506","2015M06","003","Valentia Observatory","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201506","2015M06","004","Casement","Number","8"
"MTM01C3","Raindays (0.2mm or More)","201506","2015M06","005","Claremorris","Number",""
"MTM01C3","Raindays (0.2mm or More)","201506","2015M06","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201506","2015M06","007","Cork airport","Number","10"
"MTM01C3","Raindays (0.2mm or More)","201506","2015M06","008","Dublin airport","Number","9"
"MTM01C3","Raindays (0.2mm or More)","201506","2015M06","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201506","2015M06","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201506","2015M06","011","Malin head","Number","17"
"MTM01C3","Raindays (0.2mm or More)","201506","2015M06","012","Mullingar","Number","15"
"MTM01C3","Raindays (0.2mm or More)","201506","2015M06","013","Roches Point","Number","9"
"MTM01C3","Raindays (0.2mm or More)","201506","2015M06","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201506","2015M06","015","Shannon airport","Number","14"
"MTM01C3","Raindays (0.2mm or More)","201507","2015M07","001","Belmullet","Number","26"
"MTM01C3","Raindays (0.2mm or More)","201507","2015M07","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201507","2015M07","003","Valentia Observatory","Number","26"
"MTM01C3","Raindays (0.2mm or More)","201507","2015M07","004","Casement","Number","20"
"MTM01C3","Raindays (0.2mm or More)","201507","2015M07","005","Claremorris","Number",""
"MTM01C3","Raindays (0.2mm or More)","201507","2015M07","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201507","2015M07","007","Cork airport","Number","24"
"MTM01C3","Raindays (0.2mm or More)","201507","2015M07","008","Dublin airport","Number","20"
"MTM01C3","Raindays (0.2mm or More)","201507","2015M07","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201507","2015M07","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201507","2015M07","011","Malin head","Number","26"
"MTM01C3","Raindays (0.2mm or More)","201507","2015M07","012","Mullingar","Number","24"
"MTM01C3","Raindays (0.2mm or More)","201507","2015M07","013","Roches Point","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201507","2015M07","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201507","2015M07","015","Shannon airport","Number","23"
"MTM01C3","Raindays (0.2mm or More)","201508","2015M08","001","Belmullet","Number","23"
"MTM01C3","Raindays (0.2mm or More)","201508","2015M08","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201508","2015M08","003","Valentia Observatory","Number","25"
"MTM01C3","Raindays (0.2mm or More)","201508","2015M08","004","Casement","Number","17"
"MTM01C3","Raindays (0.2mm or More)","201508","2015M08","005","Claremorris","Number",""
"MTM01C3","Raindays (0.2mm or More)","201508","2015M08","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201508","2015M08","007","Cork airport","Number","22"
"MTM01C3","Raindays (0.2mm or More)","201508","2015M08","008","Dublin airport","Number","17"
"MTM01C3","Raindays (0.2mm or More)","201508","2015M08","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201508","2015M08","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201508","2015M08","011","Malin head","Number","23"
"MTM01C3","Raindays (0.2mm or More)","201508","2015M08","012","Mullingar","Number","23"
"MTM01C3","Raindays (0.2mm or More)","201508","2015M08","013","Roches Point","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201508","2015M08","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201508","2015M08","015","Shannon airport","Number","25"
"MTM01C3","Raindays (0.2mm or More)","201509","2015M09","001","Belmullet","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201509","2015M09","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201509","2015M09","003","Valentia Observatory","Number","14"
"MTM01C3","Raindays (0.2mm or More)","201509","2015M09","004","Casement","Number","8"
"MTM01C3","Raindays (0.2mm or More)","201509","2015M09","005","Claremorris","Number",""
"MTM01C3","Raindays (0.2mm or More)","201509","2015M09","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201509","2015M09","007","Cork airport","Number","16"
"MTM01C3","Raindays (0.2mm or More)","201509","2015M09","008","Dublin airport","Number","13"
"MTM01C3","Raindays (0.2mm or More)","201509","2015M09","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201509","2015M09","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201509","2015M09","011","Malin head","Number","15"
"MTM01C3","Raindays (0.2mm or More)","201509","2015M09","012","Mullingar","Number","13"
"MTM01C3","Raindays (0.2mm or More)","201509","2015M09","013","Roches Point","Number","11"
"MTM01C3","Raindays (0.2mm or More)","201509","2015M09","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201509","2015M09","015","Shannon airport","Number","16"
"MTM01C3","Raindays (0.2mm or More)","201510","2015M10","001","Belmullet","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201510","2015M10","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201510","2015M10","003","Valentia Observatory","Number","15"
"MTM01C3","Raindays (0.2mm or More)","201510","2015M10","004","Casement","Number","12"
"MTM01C3","Raindays (0.2mm or More)","201510","2015M10","005","Claremorris","Number",""
"MTM01C3","Raindays (0.2mm or More)","201510","2015M10","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201510","2015M10","007","Cork airport","Number","17"
"MTM01C3","Raindays (0.2mm or More)","201510","2015M10","008","Dublin airport","Number","11"
"MTM01C3","Raindays (0.2mm or More)","201510","2015M10","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201510","2015M10","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201510","2015M10","011","Malin head","Number","14"
"MTM01C3","Raindays (0.2mm or More)","201510","2015M10","012","Mullingar","Number","16"
"MTM01C3","Raindays (0.2mm or More)","201510","2015M10","013","Roches Point","Number","17"
"MTM01C3","Raindays (0.2mm or More)","201510","2015M10","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201510","2015M10","015","Shannon airport","Number","11"
"MTM01C3","Raindays (0.2mm or More)","201511","2015M11","001","Belmullet","Number","27"
"MTM01C3","Raindays (0.2mm or More)","201511","2015M11","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201511","2015M11","003","Valentia Observatory","Number","25"
"MTM01C3","Raindays (0.2mm or More)","201511","2015M11","004","Casement","Number","24"
"MTM01C3","Raindays (0.2mm or More)","201511","2015M11","005","Claremorris","Number",""
"MTM01C3","Raindays (0.2mm or More)","201511","2015M11","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201511","2015M11","007","Cork airport","Number","24"
"MTM01C3","Raindays (0.2mm or More)","201511","2015M11","008","Dublin airport","Number","22"
"MTM01C3","Raindays (0.2mm or More)","201511","2015M11","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201511","2015M11","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201511","2015M11","011","Malin head","Number","24"
"MTM01C3","Raindays (0.2mm or More)","201511","2015M11","012","Mullingar","Number","26"
"MTM01C3","Raindays (0.2mm or More)","201511","2015M11","013","Roches Point","Number","25"
"MTM01C3","Raindays (0.2mm or More)","201511","2015M11","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201511","2015M11","015","Shannon airport","Number","24"
"MTM01C3","Raindays (0.2mm or More)","201512","2015M12","001","Belmullet","Number","30"
"MTM01C3","Raindays (0.2mm or More)","201512","2015M12","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201512","2015M12","003","Valentia Observatory","Number","31"
"MTM01C3","Raindays (0.2mm or More)","201512","2015M12","004","Casement","Number","31"
"MTM01C3","Raindays (0.2mm or More)","201512","2015M12","005","Claremorris","Number",""
"MTM01C3","Raindays (0.2mm or More)","201512","2015M12","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201512","2015M12","007","Cork airport","Number","31"
"MTM01C3","Raindays (0.2mm or More)","201512","2015M12","008","Dublin airport","Number","30"
"MTM01C3","Raindays (0.2mm or More)","201512","2015M12","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201512","2015M12","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201512","2015M12","011","Malin head","Number","28"
"MTM01C3","Raindays (0.2mm or More)","201512","2015M12","012","Mullingar","Number","30"
"MTM01C3","Raindays (0.2mm or More)","201512","2015M12","013","Roches Point","Number","31"
"MTM01C3","Raindays (0.2mm or More)","201512","2015M12","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201512","2015M12","015","Shannon airport","Number","31"
"MTM01C3","Raindays (0.2mm or More)","201601","2016M01","001","Belmullet","Number","30"
"MTM01C3","Raindays (0.2mm or More)","201601","2016M01","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201601","2016M01","003","Valentia Observatory","Number","31"
"MTM01C3","Raindays (0.2mm or More)","201601","2016M01","004","Casement","Number","22"
"MTM01C3","Raindays (0.2mm or More)","201601","2016M01","005","Claremorris","Number","27"
"MTM01C3","Raindays (0.2mm or More)","201601","2016M01","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201601","2016M01","007","Cork airport","Number","29"
"MTM01C3","Raindays (0.2mm or More)","201601","2016M01","008","Dublin airport","Number","22"
"MTM01C3","Raindays (0.2mm or More)","201601","2016M01","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201601","2016M01","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201601","2016M01","011","Malin head","Number","28"
"MTM01C3","Raindays (0.2mm or More)","201601","2016M01","012","Mullingar","Number","26"
"MTM01C3","Raindays (0.2mm or More)","201601","2016M01","013","Roches Point","Number","27"
"MTM01C3","Raindays (0.2mm or More)","201601","2016M01","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201601","2016M01","015","Shannon airport","Number","28"
"MTM01C3","Raindays (0.2mm or More)","201602","2016M02","001","Belmullet","Number","27"
"MTM01C3","Raindays (0.2mm or More)","201602","2016M02","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201602","2016M02","003","Valentia Observatory","Number","27"
"MTM01C3","Raindays (0.2mm or More)","201602","2016M02","004","Casement","Number","19"
"MTM01C3","Raindays (0.2mm or More)","201602","2016M02","005","Claremorris","Number","24"
"MTM01C3","Raindays (0.2mm or More)","201602","2016M02","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201602","2016M02","007","Cork airport","Number","22"
"MTM01C3","Raindays (0.2mm or More)","201602","2016M02","008","Dublin airport","Number","19"
"MTM01C3","Raindays (0.2mm or More)","201602","2016M02","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201602","2016M02","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201602","2016M02","011","Malin head","Number","24"
"MTM01C3","Raindays (0.2mm or More)","201602","2016M02","012","Mullingar","Number","21"
"MTM01C3","Raindays (0.2mm or More)","201602","2016M02","013","Roches Point","Number","19"
"MTM01C3","Raindays (0.2mm or More)","201602","2016M02","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201602","2016M02","015","Shannon airport","Number","23"
"MTM01C3","Raindays (0.2mm or More)","201603","2016M03","001","Belmullet","Number","22"
"MTM01C3","Raindays (0.2mm or More)","201603","2016M03","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201603","2016M03","003","Valentia Observatory","Number","21"
"MTM01C3","Raindays (0.2mm or More)","201603","2016M03","004","Casement","Number","14"
"MTM01C3","Raindays (0.2mm or More)","201603","2016M03","005","Claremorris","Number","20"
"MTM01C3","Raindays (0.2mm or More)","201603","2016M03","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201603","2016M03","007","Cork airport","Number","16"
"MTM01C3","Raindays (0.2mm or More)","201603","2016M03","008","Dublin airport","Number","16"
"MTM01C3","Raindays (0.2mm or More)","201603","2016M03","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201603","2016M03","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201603","2016M03","011","Malin head","Number","22"
"MTM01C3","Raindays (0.2mm or More)","201603","2016M03","012","Mullingar","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201603","2016M03","013","Roches Point","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201603","2016M03","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201603","2016M03","015","Shannon airport","Number","15"
"MTM01C3","Raindays (0.2mm or More)","201604","2016M04","001","Belmullet","Number","22"
"MTM01C3","Raindays (0.2mm or More)","201604","2016M04","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201604","2016M04","003","Valentia Observatory","Number","20"
"MTM01C3","Raindays (0.2mm or More)","201604","2016M04","004","Casement","Number","19"
"MTM01C3","Raindays (0.2mm or More)","201604","2016M04","005","Claremorris","Number","22"
"MTM01C3","Raindays (0.2mm or More)","201604","2016M04","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201604","2016M04","007","Cork airport","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201604","2016M04","008","Dublin airport","Number","17"
"MTM01C3","Raindays (0.2mm or More)","201604","2016M04","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201604","2016M04","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201604","2016M04","011","Malin head","Number","22"
"MTM01C3","Raindays (0.2mm or More)","201604","2016M04","012","Mullingar","Number","19"
"MTM01C3","Raindays (0.2mm or More)","201604","2016M04","013","Roches Point","Number","17"
"MTM01C3","Raindays (0.2mm or More)","201604","2016M04","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201604","2016M04","015","Shannon airport","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201605","2016M05","001","Belmullet","Number","13"
"MTM01C3","Raindays (0.2mm or More)","201605","2016M05","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201605","2016M05","003","Valentia Observatory","Number","14"
"MTM01C3","Raindays (0.2mm or More)","201605","2016M05","004","Casement","Number","16"
"MTM01C3","Raindays (0.2mm or More)","201605","2016M05","005","Claremorris","Number","16"
"MTM01C3","Raindays (0.2mm or More)","201605","2016M05","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201605","2016M05","007","Cork airport","Number","17"
"MTM01C3","Raindays (0.2mm or More)","201605","2016M05","008","Dublin airport","Number","13"
"MTM01C3","Raindays (0.2mm or More)","201605","2016M05","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201605","2016M05","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201605","2016M05","011","Malin head","Number","12"
"MTM01C3","Raindays (0.2mm or More)","201605","2016M05","012","Mullingar","Number","16"
"MTM01C3","Raindays (0.2mm or More)","201605","2016M05","013","Roches Point","Number","17"
"MTM01C3","Raindays (0.2mm or More)","201605","2016M05","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201605","2016M05","015","Shannon airport","Number","12"
"MTM01C3","Raindays (0.2mm or More)","201606","2016M06","001","Belmullet","Number","21"
"MTM01C3","Raindays (0.2mm or More)","201606","2016M06","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201606","2016M06","003","Valentia Observatory","Number","21"
"MTM01C3","Raindays (0.2mm or More)","201606","2016M06","004","Casement","Number","17"
"MTM01C3","Raindays (0.2mm or More)","201606","2016M06","005","Claremorris","Number","20"
"MTM01C3","Raindays (0.2mm or More)","201606","2016M06","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201606","2016M06","007","Cork airport","Number","17"
"MTM01C3","Raindays (0.2mm or More)","201606","2016M06","008","Dublin airport","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201606","2016M06","009","Galway","Number",""
"MTM01C3","Raindays (0.2mm or More)","201606","2016M06","010","Kilkenny","Number",""
"MTM01C3","Raindays (0.2mm or More)","201606","2016M06","011","Malin head","Number","20"
"MTM01C3","Raindays (0.2mm or More)","201606","2016M06","012","Mullingar","Number","20"
"MTM01C3","Raindays (0.2mm or More)","201606","2016M06","013","Roches Point","Number","15"
"MTM01C3","Raindays (0.2mm or More)","201606","2016M06","014","Rosslare","Number",""
"MTM01C3","Raindays (0.2mm or More)","201606","2016M06","015","Shannon airport","Number","19"
"MTM01C3","Raindays (0.2mm or More)","201607","2016M07","001","Belmullet","Number","26"
"MTM01C3","Raindays (0.2mm or More)","201607","2016M07","002","Birr","Number",""
"MTM01C3","Raindays (0.2mm or More)","201607","2016M07","003","Valentia Observatory","Number","24"
"MTM01C3","Raindays (0.2mm or More)","201607","2016M07","004","Casement","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201607","2016M07","005","Claremorris","Number","25"
"MTM01C3","Raindays (0.2mm or More)","201607","2016M07","006","Clones","Number",""
"MTM01C3","Raindays (0.2mm or More)","201607","2016M07","007","Cork airport","Number","18"
"MTM01C3","Raindays (0.2mm or More)","201607","2016M07","008","Dublin airport","Number","17"
"MTM01C3","Raindays (0.2mm or More)","201607","2016M07","009","Galway","Number",""
