year,CO2 (ppmv)
338991.43500000006,241.9
339983.8900000001,239.6
340735.0800000001,234.2
342791.56000000006,250.1
343923.5850000001,200.7
345000.8500000001,205.2
346320.90499999997,204.8
347544.8050000001,211.9
349139.0850000001,220.3
351676.3450000001,221.1
353174.595,216.2
354412.9750000001,209.4
355817.7699999999,209.2
359010.3800000001,193
360683.84000000014,186.1
362567.6,185.8
365190.23000000016,201.2
368065.9,206.3
371385.8700000001,201.9
373457.61500000005,199.9
375204.59999999986,214.7
377034.8800000001,224.6
378760.2400000001,229.6
382931.4849999999,227
384557.4450000001,240
386283.71000000014,239.1
387824.8150000001,246.8
389410.20500000013,245.8
392287.24999999994,258.1
393654.5800000001,264.6
395101.9999999999,259.2
398119.8800000001,255.2
399596.7150000001,250.1
401081.8400000001,266.3
402474.1950000001,274.6
403715.8,277.1
18906,190.5
23379,189.1
24011,189
25337,187.7
27507,195.2
27781,194.1
28527,196.1
29238,194
29772,191.1
30407,193.5
30881,196.8
31308,199.6
31700,199.1
32090,200.4
32771,200.2
33161,200.1
33341,201.6
33580,200.9
33913,203.6
34364,205.3
36061,208.8
36378,213
36695,211.3
36883,212.6
37545,213.6
37740,210.8
37949,209.9
38149,210.6
38679,210.3
38826,207.8
39100,205.7
39345,198.6
39527,196.4
39960,197.5
40427,198.2
40837,201.4
40990,198.9
41620,201.4
41895,201.6
42131,202.2
42342,201.9
43252,199.9
43612,201.7
43879,205
44239,210
44439,214
44700,216.2
45010,214.6
45222,215.7
45466,210.6
45839,206.6
46511,203.1
46935,200
47175,199.1
47916,202.1
48488,206.9
49104,206.9
50357,212.3
50928,214.3
51367,218
52618,216.9
53630,211.7
54250,210.8
55053,208
55927,211.5
57477,218.2
58891,220.4
59474,215
59955,214.9
60431,212.5
61239,204.6
62751,197.4
63205,203.6
415945.6060606061,276.4
416425.3151515151,271.7
417440.4424242424,273.4
417956.7818181817,271.8
418505.3030303029,274.6
419575.7818181819,273.7
420133.7636363636,271.2
420701.76363636355,273.8
421912.14545454545,268.6
422532.6545454545,266.4
423225.496969697,270.6
424507.74545454566,267.7
425132.26060606056,268.3
425740.9090909091,270.8
426237.27272727276,270
426621.5636363636,265.4
427154.96363636357,255.3
427941.39999999985,252.1
428840.2000000002,248.2
429178.3636363638,242.5
431023.76363636367,219.7
432179.3090909094,227.2
433850.2969696969,211.5
434379.07272727275,207.6
435939.69090909103,209.8
437485.4181818178,207.5
439063.418181818,200.3
440659.5818181819,201.7
442230.775757576,201.3
443844.6484848488,202
445331.72727272735,199.1
447219.18181818177,201.1
448459.1818181816,203.5
449571.03636363655,208.1
450642.8909090911,201.7
451747.2787878788,201.2
452735.8363636365,204.9
453775.6424242424,201.9
454864.3090909089,198.4
456001.6121212118,193.3
457114.43636363646,192.5
457745.1272727274,199.1
458208.2909090909,204.3
458794.00606060616,203.3
459211.5515151518,208.3
460252.2121212121,202.4
461286.06060606067,195.5
462414.10303030314,190.7
463526.6484848482,194.4
464599.47272727254,199.9
465265.3636363636,205.2
465601.72727272724,210
466632.29696969694,208.1
467706.64242424245,204.4
468877.7090909092,203.4
470040.1272727275,205.5
470725.97575757554,206.5
471200.793939394,215.5
471824.53333333344,218.7
472263.06666666636,229.2
472863.2727272727,232.7
473217.81818181806,243.7
473800.8484848487,243.9
474092.3636363638,245.6
474974.10909090936,241.2
475925.2000000002,233.1
476949.7999999998,232.8
477941.0000000001,236.6
478892.4606060604,239.1
479402.95151515136,236.5
479775.69090909074,231.3
480328.2969696968,220.8
480726.6848484848,218.8
481662.9636363636,223.8
482580.96363636386,223.4
483395.3818181817,227.3
484179.787878788,231.4
484936.1818181817,231.4
485667.5212121211,231.2
486398.6727272727,233
487129.2545454547,232.9
487848.0666666667,231.3
488565.45454545465,237.1
489302.09090909077,242
489719.793939394,240.9
490026.29090909084,252.8
490494.9090909091,249.3
490733.9515151515,242.6
491451.0787878788,243.3
492154.5454545456,246.7
492863.7757575757,243.7
493593.10909090925,239.7
494300.39393939386,239.1
495024.1272727274,238.3
495725.6909090908,238.5
496444.0666666664,237.6
497187.63030303037,236.4
497965.97575757577,236.5
498737.41818181844,232.8
499526.7818181818,230.6
500304.7818181817,230.8
501083.96363636357,228.2
501861.424242424,230.8
502637.63636363624,231.2
503418.92727272736,232
504177.187878788,232.2
504911.781818182,234.1
505684.2424242425,233.9
506483.7333333333,235.5
507312.39999999985,236
508117.72121212096,238.2
508940.98181818187,237
509784.981818182,240.3
510652.3272727273,233.4
511512.4484848484,236.4
512363.7818181817,235.2
513204.7393939395,242
514033.1151515151,238.2
514847.7818181817,239.2
515650.7757575757,241.5
516420.9818181818,243
517154.981818182,247.2
517876.0121212122,246.2
518600.4606060606,245.5
519329.12727272714,245.3
520073.3575757573,247.7
520821.80606060615,245.5
521574.4727272729,243.5
523801.8242424243,241.9
524570.8666666667,236.8
525337,235.8
526106.9999999999,233.7
526895.806060606,230.3
527698.6909090909,227.8
528516.6909090912,224.7
529403.4303030304,222.7
530290.5090909093,221.2
531201.3818181816,220.3
532078.7575757573,220.7
532592.5272727272,214.5
532987.5696969698,211.4
533554.3696969697,204.4
533932.2363636366,200
534668.181818182,195.1
535043.5636363637,193.8
535695.0545454544,190.5
536178.4727272727,199.8
537334.4727272725,199.4
538440.7636363636,205
539513.8181818181,206.4
540583.818181818,212.9
541653.8181818181,211.2
542740.206060606,205
543844.872727273,203.6
544885.987878788,208.1
545864.9090909091,210.3
546830.1454545453,209.6
547806.6787878785,209.7
548770.7757575759,204.6
549720.1090909094,202.5
550230.7272727275,208.8
550582.5454545455,213.6
551381.0909090908,215.2
552111.0909090908,219.9
552681.5636363637,221.7
553020.9212121211,222.3
553245.9878787878,226.3
553619.3939393939,222.1
553808.6545454544,220.3
554479.6181818182,223.6
555158.3454545455,224.3
555842.3454545456,226.7
556407.0242424243,233.9
556923.2909090909,241
557198.6545454545,243
557385.0545454546,249.1
557657.1393939393,244
557838.206060606,250.5
558154.5636363635,245.6
558306.0181818182,240.4
558777.6909090909,238.1
559316.0060606062,234.5
559636.7636363636,229.7
559872.6181818182,230.2
560436.618181818,230.3
560965.6000000001,228.3
561450.7393939394,231.6
561888.0727272726,231.9
562310.4909090908,234.6
562655.6000000001,234.1
563134.8545454546,240.1
563535.7393939394,242.3
563927.896969697,245.7
564310.5636363636,245.8
564724.3575757574,247.6
565134.296969697,251.4
565538.9636363637,252.4
565895.6424242425,252.6
566245.303030303,251.4
566588.6363636364,253.7
566918.3515151516,254.3
567239.4909090908,253.9
567548.6545454545,254.5
567884.8909090909,253.2
568204.1393939394,253.9
568534.2363636364,252.8
568930.1454545455,253
569314.5939393939,250.2
569683.9272727272,251.3
570067.2484848484,250
570463.4606060607,251.3
570862.1272727273,251.8
571261.4424242425,251.8
571633.3575757575,249.6
571974.6909090908,251.6
572314.7272727273,250.3
572669.8727272727,246.3
573052.6545454544,247.7
573474.7878787878,249.2
573911.9878787879,248.7
574364.6545454547,251.8
574805,251.9
575234.9151515152,252.1
575653.5818181818,248.9
576111.8060606059,252.5
576597.9272727274,252.9
577113.9272727274,251.3
577652.6242424243,251.3
578195.109090909,251.1
578741.109090909,249.1
579279.3272727273,252.9
579831.8242424242,251.5
580209.212121212,244.1
580400.4909090908,243.8
580815.6424242423,236.2
581117.0121212121,230.3
581546.5272727276,225.2
581926.2363636363,219.4
582454.5272727275,215.4
582834.2363636366,209.9
583576.8181818185,206.7
583956.2363636364,210.6
586720.8424242425,224
587169.4121212118,226
587891.2727272724,234.4
588276.7454545456,238.8
588943.5090909092,246.3
589422.7454545457,250.2
590042.5575757576,248.1
590486.3878787879,243.6
591017.0545454548,237.4
592386.1515151515,225.7
592782.8363636362,229.4
593558.2484848483,233.2
594049.7515151517,238.1
594866.8909090909,238
595433.3878787878,232.9
596221.5575757573,221.2
596788.0545454543,216.4
597807.1212121212,216.3
598326.2424242423,219
599218.2181818187,226
599817.8909090909,229.4
601251.8909090912,232.5
602597.6969696971,237.9
603946.0727272726,239.1
605300.0727272725,244.5
606622.8181818181,248.5
607976.4181818183,254.6
609244.4181818184,259.2
610426.8181818184,257.7
611597.9939393939,259.6
612759.327272727,258
613940.1151515152,256
615137.8363636363,252.5
616353.8363636362,252.4
617606.6363636366,252.3
618950.7272727272,247.9
620280.7272727275,245.4
621648.3393939395,243
623051.6727272726,238.6
624493.6727272725,237.3
625394.393939394,234.3
626043.9696969693,227.8
626974.0545454544,214.9
627825.4727272729,205
629139.6181818187,198.7
629861.4727272732,199.9
631532.0909090914,199.5
632362.7090909099,195.6
634068.3151515148,192.1
635002.8848484848,193.9
636527.7090909086,193
637708.2181818177,194.3
639424.3030303025,187.7
640366.2121212124,189.1
642079.8181818184,190.2
642851.4363636363,190.4
644311.2545454539,194.1
645145.4363636359,194.6
646372.1757575754,188.6
647250.0787878787,190.5
648612.4181818187,192.1
649187.109090909,194.8
650352.4545454545,187.8
650943.1090909095,192
652112.272727273,185.8
652704.9454545457,185.3
653726.3999999999,191.3
654434.7999999999,193.2
655528.2,198.4
656128.7999999997,198.7
657184.6969696967,191.3
657718.3939393935,189.2
658768.1999999995,182.4
659407.8000000002,183.9
660457.4000000001,186.6
661211.8000000004,189.8
662285.9454545458,187.8
662873.781818182,189
663940.7272727274,189.1
664403.2727272729,185.8
392977.15151515143,259.5
394003.6909090909,273.6
394906.1030303031,260.7
398275.1272727272,276.3
399926.1636363636,277.1
400710.08484848496,283.2
402140.91515151504,283.1
402859.8363636364,275.7
404313.296969697,276.5
405062.63030303025,280.5
406542.80000000005,279.6
407282.4969696969,285.6
408818.7151515152,284.5
409598.2363636363,275.2
409598.2363636363,274.2
410453.8,282.6
411347.96969696967,283.5
413258.65454545454,274.9
414210.8606060605,264.9
415179.59393939405,271.6
416184.85454545455,276.2
417203.67878787883,268.5
418234.97575757565,277.7
419318.3090909091,273.3
420438.41818181827,268.9
422889.83636363636,276.6
422889.83636363636,274.3
424204.52727272734,270.9
425451.0848484847,273.7
426767.0363636363,257.7
428411.79999999993,254.1
611555.7636363637,257.8
616298.5636363633,252.6
622946.8,243.3
629768.9272727274,204.4
634879.9151515157,195
657660.6969696966,187.5
659292.9999999999,185.6
661113.4000000005,192.1
662798.4181818181,192
664326.1818181821,190.6
665328.3636363635,178.2
665842.3030303031,178.5
666750.4666666668,172.7
667415.9333333335,171.6
668418.4060606062,175.6
668921.1939393936,178.5
669813.6424242421,185.5
670291.2909090907,189.3
671076.0060606062,192.6
671454.7696969697,194.6
672144.8909090915,192.5
672757.3878787878,194.8
673702.7636363636,198.7
674235.3696969697,202.3
675030.0000000002,209.2
675403.3333333335,213.7
676527.8181818181,220
677150.3636363634,217.4
677597.818181818,214
678333.3757575755,215.6
678738.5030303027,217.4
679451.812121212,226.5
679736.7575757577,230
680314.5636363638,230.8
680631.1696969697,230.3
681228.5333333334,223
681667.0666666668,225
682348.6606060608,218.4
682744.5393939395,216.2
683457.1212121211,217.3
683833.206060606,219.7
684427.909090909,222.6
684757.6363636365,221.3
685297.3090909091,218.7
685683.5636363634,217.5
686267.0545454543,217.5
686579.3454545453,219.4
687151.6969696969,219.5
687449.0181818183,219.7
688004.2848484851,223.5
688300.9151515152,224.4
688808.3090909091,224.3
689159.581818182,227.3
689695.0606060605,228.7
689954.696969697,228.8
690476.7272727273,232.3
690739.5030303032,233
691223.5636363636,235.8
691465.5939393939,234.9
691970.2060606062,235.8
692321.709090909,239.9
692834.115151515,235.6
693079.2121212122,234.8
693576.0303030305,240
693821.1272727274,234
694281.9696969698,235.6
694534.8787878789,236.6
694951.1454545454,235.5
695258.9272727272,235.9
695733.9818181818,232.9
695981.5454545453,234.8
696436.6969696968,234.1
696647.5454545455,234.1
697091.8848484849,235.4
697340.5393939393,234.4
697748.5878787878,235.8
698041.8727272726,236.9
698505.1090909089,236.7
698756.1272727274,237.6
699213.6363636365,234.6
699437.206060606,234.8
699866.2181818181,235.4
700101.8727272729,232.9
700488.2545454546,232.4
700817.7454545454,232.2
701270.1454545455,231
701522.5818181818,228
701995.0909090908,226.4
702202.2181818183,227.7
702737.8303030302,227.6
703008.2060606059,226
703470.6545454545,228.7
703797.6727272728,227.6
704252.6545454547,228.2
704579.6727272728,228.8
705055.9818181818,229.3
705247.206060606,230.3
705723.8181818184,232.4
706051.109090909,232.8
706489.8181818182,231.2
706712.6545454547,231.2
707311.0727272728,233.9
707641.4727272728,228.5
708200.0909090909,228.6
708413.4484848484,228.1
708959.1515151514,229.8
709453.7878787875,226.3
709909.5454545452,225.4
710456.4545454548,221.9
710979.3636363638,219.7
711396.3818181817,220.2
712017.4727272729,218.9
712248.1636363636,218.7
713310.1272727272,218.5
714063.606060606,222.3
714408.7272727271,221.7
715118.6909090909,217.7
715562.418181818,222.1
716305.5757575756,208.1
716591.006060606,205
717352.1818181818,192.9
717951.5757575759,184.3
718772.4848484847,187.8
719293.696969697,195.2
720090.5636363637,206.3
720593.2181818183,211.3
721412.1454545455,213.4
721695.3090909094,213.2
722501.2363636363,210.3
722991.327272727,206.3
723780.7999999998,206.6
724147.7333333333,208.1
724970.4545454542,204.5
725471.436363636,205.5
726244.6909090906,205.1
726582.3090909087,205.4
727895.1878787879,204
728589.1212121214,204.1
728992.8424242428,204.9
729832.1575757578,203.8
730257.1272727276,205.9
730904.1818181819,203.9
731188.8181818181,204.4
731864,205.3
732324,207.4
732994,201.7
733334.0000000001,201.3
734017.9999999999,204.1
734459.7999999997,209.7
735138.3818181817,208.1
735414.6727272726,211.3
736110.1636363637,210.6
736519.8363636364,206.5
737267.4787878789,200.3
737665.3818181821,197.8
738584.8363636363,185
739173.915151515,178.9
740108.7575757575,178.6
740467.3272727274,176.6
741333.4060606061,177.9
741870.6303030304,182.3
742645.3575757574,181.7
743059.1272727273,180.4
743959.6848484846,181.2
744519.4909090906,182
745677.0727272728,180.2
746617.5090909096,183.1
747173.4121212121,180.8
747934.7575757576,180.8
748333.5575757575,180.4
749257.5454545453,181.4
749808.4303030302,182.9
750704.5454545455,184.8
751033.0909090907,184
751968.1818181819,186.2
752562.0909090907,190.1
753482.7636363638,188
753931.1515151511,196.5
755118.4484848484,191.5
755582.9575757578,195.8
756563.5878787879,200.5
756847.4545454549,201.9
757779.9090909095,206
758358.7212121213,210.7
759130.5151515154,215
759567.6303030306,219.2
759878.2121212124,215.3
760108.2727272728,217.6
760510.8787878787,217.9
760936.4909090907,214.9
761865.1090909088,208.8
762163.1454545454,206.9
763106.109090909,206.1
763766.2787878787,212
764670.4242424243,216
765187.0787878783,215
765586.6363636359,225.7
765851.4848484849,221.4
766182.5454545455,224.1
766804.9393939393,222.6
767752.2848484853,216.8
768123.660606061,215.7
769058.5030303034,213.5
769647.5818181821,217.7
770595.3333333331,222.4
771020.6666666671,221.4
771519.3333333333,228.1
771812.666666667,226
772169.5454545456,231.5
772474.5636363636,235.6
772741.4545454545,238.2
772995.6363636361,235.6
773249.8181818182,237.7
773681.9272727269,229.5
774050.4909090911,230.9
774953.1818181816,230
775540.8242424238,233.3
776326.7878787876,236.9
776788.7757575756,240.5
777676.2787878789,238.8
778235.5272727276,243.9
779058.5454545458,246.3
779373.1636363636,246.1
780183.7272727275,245.8
780714.8181818184,243.9
781557.6363636366,248.5
781892.4545454547,242.8
782732.2848484847,248.7
783203.4606060607,246.2
784263.412121212,252.1
785029.4242424243,246.9
785515.9454545452,250.7
786184.8181818182,253.3
786567.5090909094,255.4
787358.3818181822,260.3
787807.8727272729,256.9
788477.3272727273,248.1
788687.7272727274,247.9
789494.5454545455,229.5
789948.6363636362,226.3
790633.6424242426,218.2
791056.2424242425,221.3
792029.5030303028,215.4
792618.5818181816,205.1
793516.9999999998,204
793846.6666666665,209
795130.1818181814,199.4
795686.5454545453,195.2
796845.6363636365,189.3
797386.5454545455,188.4
798680.4181818183,191
667256.7999999999,178.5
670241.012121212,189
690566.6242424244,234
691327.2909090909,235.4
692134.7393939393,241
692933.4787878786,235
694379.2424242427,235.9
695834.3454545455,236.3
715453.9515151517,223.8
717795.2121212118,190.2
720473.0181818182,217
725220.9454545452,203.7
730002.1454545455,210.7
732084.0000000002,209.6
738789.7333333336,198
744336.9454545451,185.2
749532.9878787877,188.8
752258.8181818182,193.8
755273.2848484846,197.3
756692.6181818182,203.4
758063.1575757579,214.4
759395.0848484851,225.5
760660.4181818182,216.6
762001.709090909,214.9
763421.8424242421,213
765000.5090909092,221.3
766487.1212121213,226.5
767931.5696969699,216.1
770903.3333333331,227.5
772461.8545454547,233.9
773859.8545454546,226.9
775240.7515151514,238.6
776606.4121212119,240.1
777943.7454545454,245.9
779204.6181818185,246.7
780449.2727272729,243.8
782940.4787878786,251.2
784128.8424242422,252.5
785267.5090909092,248.4
786429.3151515153,255.3
787568.781818182,256.6
788620.7818181819,246.4
789716.5454545453,239.3
792311.2363636364,217.3
793846.6666666665,224.2
795454.727272727,206.7
799032.2969696976,193.6
34359.949100000005,152.65031329166055
35093.65370000001,176.35650084749824
35663.78479999999,203.35813920490517
36258.585,184.03742634343567
36912.68629999999,204.88908562782092
37319.6559,220.33901414352897
37558.9484,205.9315105030424
38126.697400000005,214.07023610674733
38208.68235,208.86567291047697
38323.97,209.23741570191174
38497.50000000001,209.17789677647903
38682.388850000025,210.80873197896517
38733.934999999976,209.54135187171926
38874.924999999996,207.3946520553076
39039.8233,208.84458307786176
